sample,frame_nr,latency [ms]
64.0,334.0,6.203
64.0,335.0,6.2010000000000005
64.0,336.0,6.075
64.0,337.0,6.156
64.0,338.0,6.2090000000000005
64.0,339.0,6.0920000000000005
64.0,340.0,6.22
64.0,341.0,6.199
64.0,342.0,6.07
64.0,343.0,6.218
64.0,344.0,6.198
64.0,345.0,6.188
64.0,346.0,6.021
64.0,347.0,6.222
64.0,348.0,6.218
64.0,349.0,6.196
64.0,350.0,6.267
64.0,351.0,6.19
64.0,352.0,6.08
64.0,353.0,6.208
64.0,354.0,6.146
64.0,355.0,6.2090000000000005
64.0,356.0,6.071
64.0,357.0,6.272
64.0,358.0,6.224
64.0,359.0,6.0760000000000005
64.0,360.0,6.175
64.0,361.0,6.114
64.0,362.0,6.1530000000000005
64.0,363.0,6.22
64.0,364.0,6.191
64.0,365.0,6.082
64.0,366.0,6.219
64.0,367.0,6.1930000000000005
64.0,368.0,6.2010000000000005
64.0,369.0,6.2090000000000005
64.0,370.0,6.014
64.0,371.0,6.214
64.0,372.0,6.19
64.0,373.0,6.04
64.0,374.0,6.202
64.0,375.0,6.2
64.0,376.0,6.081
64.0,377.0,6.215
64.0,378.0,6.184
64.0,379.0,6.024
64.0,380.0,6.198
64.0,381.0,6.195
64.0,382.0,6.143
64.0,383.0,6.009
64.0,384.0,6.221
64.0,385.0,6.258
64.0,386.0,6.147
64.0,387.0,6.21
64.0,388.0,6.2010000000000005
64.0,389.0,6.071
64.0,390.0,6.218
64.0,391.0,6.140000000000001
64.0,392.0,6.208
64.0,393.0,6.078
64.0,394.0,6.022
64.0,395.0,6.222
64.0,396.0,6.168
64.0,397.0,6.078
64.0,398.0,6.195
64.0,399.0,6.2010000000000005
64.0,400.0,6.208
64.0,401.0,6.199
64.0,402.0,6.181
64.0,403.0,6.07
64.0,404.0,6.264
64.0,405.0,6.212
64.0,406.0,6.2090000000000005
64.0,407.0,6.04
64.0,408.0,6.149
64.0,409.0,6.186
64.0,410.0,6.07
64.0,411.0,6.219
64.0,412.0,6.182
64.0,413.0,6.018
64.0,414.0,6.215
64.0,415.0,6.202
64.0,416.0,6.1370000000000005
64.0,417.0,6.005
64.0,418.0,6.198
64.0,419.0,6.208
64.0,420.0,6.01
64.0,421.0,6.207
64.0,422.0,6.205
64.0,423.0,6.187
64.0,424.0,6.014
64.0,425.0,6.144
64.0,426.0,6.189
64.0,427.0,6.083
64.0,428.0,6.207
64.0,429.0,6.21
64.0,430.0,6.085
64.0,431.0,6.2
64.0,432.0,6.214
64.0,433.0,6.139
64.0,434.0,6.069
64.0,435.0,6.222
64.0,436.0,6.202
64.0,437.0,6.039
64.0,438.0,6.213
64.0,439.0,6.196
64.0,440.0,6.07
64.0,441.0,6.226
64.0,442.0,6.18
64.0,443.0,6.186
64.0,444.0,6.139
64.0,445.0,6.141
64.0,446.0,6.224
64.0,447.0,6.029
64.0,448.0,6.2090000000000005
64.0,449.0,6.2540000000000004
64.0,450.0,6.152
64.0,451.0,6.215
64.0,452.0,6.171
64.0,453.0,6.199
64.0,454.0,6.011
64.0,455.0,6.208
64.0,456.0,6.219
64.0,457.0,6.062
64.0,458.0,6.211
64.0,459.0,6.202
64.0,460.0,6.062
64.0,461.0,6.215
64.0,462.0,6.207
64.0,463.0,6.195
64.0,464.0,6.086
64.0,465.0,6.211
64.0,466.0,6.192
64.0,467.0,6.019
64.0,468.0,6.2
64.0,469.0,6.194
64.0,470.0,6.056
64.0,471.0,6.066
64.0,472.0,6.211
64.0,473.0,6.2010000000000005
64.0,474.0,6.0280000000000005
64.0,475.0,6.157
64.0,476.0,6.212
64.0,477.0,6.189
64.0,478.0,6.032
64.0,479.0,6.2
64.0,480.0,6.0280000000000005
64.0,481.0,6.211
64.0,482.0,6.2
64.0,483.0,6.202
64.0,484.0,6.197
64.0,485.0,6.072
64.0,486.0,6.228
64.0,487.0,6.142
64.0,488.0,6.09
64.0,489.0,6.207
64.0,490.0,6.09
64.0,491.0,6.206
64.0,492.0,6.115
64.0,493.0,6.2010000000000005
64.0,494.0,6.099
64.0,495.0,6.019
64.0,496.0,6.208
64.0,497.0,6.1930000000000005
64.0,498.0,0.294
64.0,499.0,6.2090000000000005
64.0,500.0,6.2010000000000005
64.0,501.0,6.098
64.0,502.0,6.206
64.0,503.0,6.192
64.0,504.0,6.0200000000000005
64.0,505.0,6.2010000000000005
64.0,506.0,6.1930000000000005
64.0,507.0,6.196
64.0,508.0,6.006
64.0,509.0,6.156
64.0,510.0,6.203
64.0,511.0,6.063
64.0,512.0,6.216
64.0,513.0,6.1930000000000005
64.0,514.0,6.196
64.0,515.0,6.23
64.0,516.0,6.196
64.0,517.0,6.191
64.0,518.0,6.2090000000000005
64.0,519.0,6.192
64.0,520.0,6.207
64.0,521.0,6.015000000000001
64.0,522.0,6.198
64.0,523.0,6.204
64.0,524.0,6.204
64.0,525.0,6.038
64.0,526.0,86399995.138
